COD_CLIENTE,FAMILIA_PRODUTO,LINHA_PRODUTO,INSTANTE,PRECO_VENDA,DEMANDA
CLIENTE481,MuitoBomPleno,V16,12,"526,0671935","50,29987055"
CLIENTE481,MuitoBomPleno,V13,5,"526,0671935","44,63422579"
CLIENTE481,MuitoBomPleno,V13,6,"526,0671935","50,29987055"
CLIENTE481,MuitoBomPleno,V13,7,"526,0671935","32,39923699"
CLIENTE481,MuitoBomPleno,V13,8,"526,0671935","44,63422579"
CLIENTE481,MuitoBomPleno,V13,9,"526,0671935","50,29987055"
CLIENTE481,MuitoBomPleno,V13,10,"526,0671935","32,39923699"
CLIENTE481,MuitoBomPleno,V13,11,"526,0671935","44,63422579"
CLIENTE481,MuitoBomPleno,V13,12,"526,0671935","50,29987055"
CLIENTE299,MuitoBomPleno,V5,5,"526,0671935","0,8862970699"
CLIENTE299,MuitoBomPleno,V5,6,"526,0671935","0,9987991748"
CLIENTE299,MuitoBomPleno,V5,7,"526,0671935","0,6433481997"
CLIENTE299,MuitoBomPleno,V5,8,"526,0671935","0,8862970699"
CLIENTE299,MuitoBomPleno,V5,9,"526,0671935","0,9987991748"
CLIENTE299,MuitoBomPleno,V5,10,"526,0671935","0,6433481997"
CLIENTE299,MuitoBomPleno,V5,11,"526,0671935","0,8862970699"
CLIENTE299,MuitoBomPleno,V5,12,"522,210954","0,9987991748"
CLIENTE380,MuitoBomPleno,V5,5,"526,0671935","112,0819547"
CLIENTE380,MuitoBomPleno,V5,6,"526,0671935","126,3090759"
CLIENTE380,MuitoBomPleno,V5,7,"526,0671935","81,35841383"
CLIENTE380,MuitoBomPleno,V5,8,"526,0671935","112,0819547"
CLIENTE380,MuitoBomPleno,V5,9,"526,0671935","126,3090759"
CLIENTE380,MuitoBomPleno,V5,10,"526,0671935","81,35841383"
CLIENTE380,MuitoBomPleno,V5,11,"526,0671935","112,0819547"
CLIENTE380,MuitoBomPleno,V5,12,"522,210954","126,3090759"
CLIENTE277,MuitoBomPleno,V5,5,"526,0671935","436,8000369"
CLIENTE277,MuitoBomPleno,V5,6,"526,0671935","492,2452428"
CLIENTE277,MuitoBomPleno,V5,7,"526,0671935","317,0658314"
CLIENTE277,MuitoBomPleno,V5,8,"526,0671935","436,8000369"
CLIENTE277,MuitoBomPleno,V5,9,"526,0671935","492,2452428"
CLIENTE277,MuitoBomPleno,V5,10,"526,0671935","317,0658314"
CLIENTE277,MuitoBomPleno,V5,11,"526,0671935","436,8000369"
CLIENTE277,MuitoBomPleno,V5,12,"526,0671935","492,2452428"
CLIENTE277,MuitoBomPleno,V16,5,"526,0671935","335,9695097"
CLIENTE277,MuitoBomPleno,V16,6,"526,0671935","378,6157943"
CLIENTE277,MuitoBomPleno,V16,7,"526,0671935","243,8746405"
CLIENTE277,MuitoBomPleno,V16,8,"526,0671935","335,9695097"
CLIENTE277,MuitoBomPleno,V16,9,"526,0671935","378,6157943"
CLIENTE277,MuitoBomPleno,V16,10,"526,0671935","243,8746405"
CLIENTE277,MuitoBomPleno,V16,11,"526,0671935","335,9695097"
CLIENTE277,MuitoBomPleno,V16,12,"526,0671935","378,6157943"
CLIENTE353,MuitoBomPleno,V5,5,"526,0671935","43,77330324"
CLIENTE353,MuitoBomPleno,V5,6,"526,0671935","49,32966681"
CLIENTE353,MuitoBomPleno,V5,7,"526,0671935","31,77430773"
CLIENTE353,MuitoBomPleno,V5,8,"526,0671935","43,77330324"
CLIENTE353,MuitoBomPleno,V5,9,"526,0671935","49,32966681"
CLIENTE353,MuitoBomPleno,V5,10,"526,0671935","31,77430773"
CLIENTE353,MuitoBomPleno,V5,11,"526,0671935","43,77330324"
CLIENTE353,MuitoBomPleno,V5,12,"522,210954","49,32966681"
CLIENTE287,MuitoBomPleno,V5,5,"526,0671935","52,57958536"
CLIENTE287,MuitoBomPleno,V5,6,"526,0671935","59,25377421"
CLIENTE287,MuitoBomPleno,V5,7,"526,0671935","38,16664043"
CLIENTE287,MuitoBomPleno,V5,8,"526,0671935","52,57958536"
CLIENTE287,MuitoBomPleno,V5,9,"526,0671935","59,25377421"
CLIENTE287,MuitoBomPleno,V5,10,"526,0671935","38,16664043"
CLIENTE287,MuitoBomPleno,V5,11,"526,0671935","52,57958536"
CLIENTE287,MuitoBomPleno,V5,12,"526,0671935","59,25377421"
CLIENTE287,MuitoBomPleno,V16,5,"526,0671935","52,57958536"
CLIENTE287,MuitoBomPleno,V16,6,"526,0671935","59,25377421"
CLIENTE287,MuitoBomPleno,V16,7,"526,0671935","38,16664043"
CLIENTE287,MuitoBomPleno,V16,8,"526,0671935","52,57958536"
CLIENTE287,MuitoBomPleno,V16,9,"526,0671935","59,25377421"
CLIENTE287,MuitoBomPleno,V16,10,"526,0671935","38,16664043"
CLIENTE287,MuitoBomPleno,V16,11,"526,0671935","52,57958536"
CLIENTE287,MuitoBomPleno,V16,12,"526,0671935","59,25377421"
CLIENTE609,MuitoBomPleno,V13,4,"557,6384656",102
CLIENTE609,MuitoBomPleno,V13,6,"557,6384656",102
CLIENTE609,MuitoBomPleno,V13,8,"557,6384656",102
CLIENTE609,MuitoBomPleno,V13,10,"557,6384656",102
CLIENTE609,MuitoBomPleno,V13,12,"557,6384656",102
CLIENTE650,MuitoBomPleno,V12,1,"557,6384656",1896
CLIENTE650,MuitoBomPleno,V12,2,"557,6384656",3000
CLIENTE650,MuitoBomPleno,V12,3,"557,6384656",3000
CLIENTE650,MuitoBomPleno,V12,4,"557,6384656",3000
CLIENTE650,MuitoBomPleno,V12,5,"557,6384656",3000
CLIENTE650,MuitoBomPleno,V12,6,"557,6384656",3000
CLIENTE650,MuitoBomPleno,V12,7,"557,6384656",2500
CLIENTE650,MuitoBomPleno,V12,8,"557,6384656",2500
CLIENTE650,MuitoBomPleno,V12,9,"557,6384656",2500
CLIENTE650,MuitoBomPleno,V12,10,"557,6384656",2500
CLIENTE650,MuitoBomPleno,V12,11,"557,6384656",2500
CLIENTE650,MuitoBomPleno,V12,12,560,2500
CLIENTE650,MuitoBomPleno,V12,13,"557,6384656",1896
CLIENTE650,MuitoBomPleno,V12,14,"557,6384656",3000
CLIENTE650,MuitoBomPleno,V12,15,"557,6384656",3000
CLIENTE674,MuitoBomPleno,V5,5,"526,0671935","54,66419065"
CLIENTE674,MuitoBomPleno,V5,6,"526,0671935","61,60298885"
CLIENTE674,MuitoBomPleno,V5,7,"526,0671935","39,6798205"
CLIENTE674,MuitoBomPleno,V5,8,"526,0671935","54,66419065"
CLIENTE674,MuitoBomPleno,V5,9,"526,0671935","61,60298885"
CLIENTE674,MuitoBomPleno,V5,10,"526,0671935","39,6798205"
CLIENTE674,MuitoBomPleno,V5,11,"526,0671935","54,66419065"
CLIENTE674,MuitoBomPleno,V5,12,"526,0671935","61,60298885"
CLIENTE303,MuitoBomPleno,V5,5,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V5,6,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V5,7,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V5,8,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V5,9,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V5,10,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V5,11,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V5,12,"526,0671935","1187,477846"
CLIENTE303,MuitoBomPleno,V16,3,"526,0671935",0
CLIENTE303,MuitoBomPleno,V16,4,"526,0671935",0
CLIENTE303,MuitoBomPleno,V16,5,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,6,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,7,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,8,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,9,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,10,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,11,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,12,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V16,15,"526,0671935","728,0950927"
CLIENTE303,MuitoBomPleno,V13,3,"526,0671935",0
CLIENTE303,MuitoBomPleno,V13,4,"526,0671935",0
CLIENTE303,MuitoBomPleno,V13,5,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,6,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,7,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,8,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,9,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,10,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,11,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,12,"526,0671935","359,3650309"
CLIENTE303,MuitoBomPleno,V13,15,"526,0671935","359,3650309"
CLIENTE634,MuitoBomPleno,V16,5,"526,0671935","271,2197562"
CLIENTE634,MuitoBomPleno,V16,6,"526,0671935","305,6470317"
CLIENTE634,MuitoBomPleno,V16,7,"526,0671935","196,8738787"
CLIENTE634,MuitoBomPleno,V16,8,"526,0671935","271,2197562"
CLIENTE634,MuitoBomPleno,V16,9,"526,0671935","305,6470317"
CLIENTE634,MuitoBomPleno,V16,10,"526,0671935","196,8738787"
CLIENTE634,MuitoBomPleno,V16,11,"526,0671935","271,2197562"
CLIENTE634,MuitoBomPleno,V16,12,"522,210954","305,6470317"
CLIENTE468,MuitoBomPleno,V13,5,"526,0671935","147,1123375"
CLIENTE468,MuitoBomPleno,V13,6,"526,0671935","159,6719325"
CLIENTE468,MuitoBomPleno,V13,7,"526,0671935","117,6314061"
CLIENTE468,MuitoBomPleno,V13,8,"526,0671935","161,665429"
CLIENTE468,MuitoBomPleno,V13,9,"526,0671935","187,3055914"
CLIENTE468,MuitoBomPleno,V13,10,"526,0671935","167,6469679"
CLIENTE468,MuitoBomPleno,V13,11,"526,0671935","229,2754066"
CLIENTE468,MuitoBomPleno,V13,12,"526,0671935","200,3181186"
CLIENTE669,NaturalClaro,V1,6,"526,0671935",50
CLIENTE669,NaturalClaro,V1,9,"526,0671935",50
CLIENTE669,NaturalClaro,V1,12,"526,0671935",50
CLIENTE476,MuitoBomPleno,V16,3,"526,0671935",0
CLIENTE476,MuitoBomPleno,V16,4,"526,0671935",0
CLIENTE476,MuitoBomPleno,V16,5,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,6,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,7,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,8,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,9,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,10,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,11,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,12,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V16,15,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,3,"526,0671935",0
CLIENTE476,MuitoBomPleno,V13,4,"526,0671935",0
CLIENTE476,MuitoBomPleno,V13,5,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,6,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,7,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,8,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,9,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,10,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,11,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,12,"526,0671935","441,15"
CLIENTE476,MuitoBomPleno,V13,15,"526,0671935","441,15"
CLIENTE588,MuitoBomPleno,V16,6,"526,0671935","16872,75661"
CLIENTE588,MuitoBomPleno,V16,8,"526,0671935","13691,25444"
CLIENTE588,MuitoBomPleno,V16,10,"526,0671935","14698,21662"
CLIENTE588,MuitoBomPleno,V16,12,"522,210954","16872,75661"
CLIENTE360,MuitoBomPleno,V5,5,"526,0671935","633,6324722"
CLIENTE360,MuitoBomPleno,V5,6,"526,0671935","633,6324722"
CLIENTE360,MuitoBomPleno,V5,7,"526,0671935","633,6324722"
CLIENTE360,MuitoBomPleno,V5,8,"526,0671935","633,6324722"
CLIENTE360,MuitoBomPleno,V5,9,"526,0671935","633,6324722"
CLIENTE360,MuitoBomPleno,V5,10,"526,0671935","633,6324722"
CLIENTE360,MuitoBomPleno,V5,11,"526,0671935","633,6324722"
CLIENTE360,MuitoBomPleno,V5,12,"522,210954","633,6324722"
CLIENTE360,MuitoBomPleno,V16,5,"526,0671935","378,2435833"
CLIENTE360,MuitoBomPleno,V16,6,"526,0671935","378,2435833"
CLIENTE360,MuitoBomPleno,V16,7,"526,0671935","378,2435833"
CLIENTE360,MuitoBomPleno,V16,8,"526,0671935","378,2435833"
CLIENTE360,MuitoBomPleno,V16,9,"526,0671935","378,2435833"
CLIENTE360,MuitoBomPleno,V16,10,"526,0671935","378,2435833"
CLIENTE360,MuitoBomPleno,V16,11,"526,0671935","378,2435833"
CLIENTE360,MuitoBomPleno,V16,12,"522,210954","378,2435833"
CLIENTE350,MuitoBomPleno,V16,6,"526,0671935","5016,82213"
CLIENTE350,MuitoBomPleno,V16,8,"526,0671935","5016,82213"
CLIENTE350,MuitoBomPleno,V16,10,"526,0671935","5016,82213"
CLIENTE350,MuitoBomPleno,V16,12,"526,0671935","5016,82213"
CLIENTE475,MuitoBomPleno,V5,5,"526,0671935","2175,925926"
CLIENTE475,MuitoBomPleno,V5,6,"526,0671935","2175,925926"
CLIENTE475,MuitoBomPleno,V5,7,"526,0671935","2175,925926"
CLIENTE475,MuitoBomPleno,V5,8,"526,0671935","2175,925926"
CLIENTE475,MuitoBomPleno,V16,9,"526,0671935","2175,925926"
CLIENTE475,MuitoBomPleno,V16,10,"526,0671935","2175,925926"
CLIENTE475,MuitoBomPleno,V16,11,"526,0671935","2175,925926"
CLIENTE475,MuitoBomPleno,V16,12,"522,210954","2175,925926"
CLIENTE109,MuitoBomPleno,V5,5,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V5,6,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V5,7,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V5,8,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V5,9,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V5,10,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V5,11,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V5,12,"526,0671935","2271,111111"
CLIENTE109,MuitoBomPleno,V16,3,"526,0671935",0
CLIENTE109,MuitoBomPleno,V16,4,"526,0671935",0
CLIENTE109,MuitoBomPleno,V16,5,"526,0671935","1161,793482"
CLIENTE109,MuitoBomPleno,V16,6,"526,0671935","1175,186212"
CLIENTE109,MuitoBomPleno,V16,7,"526,0671935","1136,366931"
CLIENTE109,MuitoBomPleno,V16,8,"526,0671935","1174,268697"
CLIENTE109,MuitoBomPleno,V16,9,"526,0671935","1191,819832"
CLIENTE109,MuitoBomPleno,V16,10,"526,0671935","1165,475766"
CLIENTE109,MuitoBomPleno,V16,11,"526,0671935","1203,377532"
CLIENTE109,MuitoBomPleno,V16,12,"526,0671935","1191,819832"
CLIENTE109,MuitoBomPleno,V16,15,"526,0671935",1036
CLIENTE647,MuitoBomPleno,V16,5,"526,0671935","233,687046"
CLIENTE647,MuitoBomPleno,V16,6,"526,0671935","263,3501076"
CLIENTE647,MuitoBomPleno,V16,7,"526,0671935","169,629513"
CLIENTE647,MuitoBomPleno,V16,8,"526,0671935","233,687046"
CLIENTE647,MuitoBomPleno,V16,9,"526,0671935","263,3501076"
CLIENTE647,MuitoBomPleno,V16,10,"526,0671935","169,629513"
CLIENTE647,MuitoBomPleno,V16,11,"526,0671935","233,687046"
CLIENTE647,MuitoBomPleno,V16,12,"526,0671935","263,3501076"
CLIENTE566,MuitoBomPleno,V5,5,"526,0671935","1168,43523"
CLIENTE566,MuitoBomPleno,V5,6,"526,0671935","1316,750538"
CLIENTE566,MuitoBomPleno,V5,7,"526,0671935","848,1475651"
CLIENTE566,MuitoBomPleno,V5,8,"526,0671935","1168,43523"
CLIENTE566,MuitoBomPleno,V5,9,"526,0671935","1316,750538"
CLIENTE566,MuitoBomPleno,V5,10,"526,0671935","848,1475651"
CLIENTE566,MuitoBomPleno,V5,11,"526,0671935","1168,43523"
CLIENTE566,MuitoBomPleno,V5,12,"522,210954","1316,750538"
CLIENTE187,OpacoManso,V1,3,"557,6384656",120
CLIENTE187,OpacoManso,V1,15,"557,6384656",120
CLIENTE187,ExcelenteSupremo,V2,2,"557,6384656","1200,333333"
CLIENTE187,ExcelenteSupremo,V2,3,"557,6384656","1200,333333"
CLIENTE187,ExcelenteSupremo,V2,4,"557,6384656","1200,333333"
CLIENTE187,ExcelenteSupremo,V2,5,"557,6384656","1200,333333"
CLIENTE187,ExcelenteSupremo,V2,6,"557,6384656","1200,333333"
CLIENTE187,ExcelenteSupremo,V2,7,"557,6384656","1443,333333"
CLIENTE187,ExcelenteSupremo,V2,8,"557,6384656","1443,333333"
CLIENTE187,ExcelenteSupremo,V2,9,"557,6384656","1443,333333"
CLIENTE187,ExcelenteSupremo,V2,10,"557,6384656","1443,333333"
CLIENTE187,ExcelenteSupremo,V2,11,"557,6384656","1443,333333"
CLIENTE187,ExcelenteSupremo,V2,12,"531,9","1437,333333"
CLIENTE187,ExcelenteSupremo,V2,14,"557,6384656","1200,333333"
CLIENTE187,ExcelenteSupremo,V2,15,"557,6384656","1200,333333"
CLIENTE187,ResistenteFirme,V2,1,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,2,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,3,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,4,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,5,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,6,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,7,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,8,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,9,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,10,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,11,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,12,"531,9",180
CLIENTE187,ResistenteFirme,V2,13,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,14,"557,6384656",180
CLIENTE187,ResistenteFirme,V2,15,"557,6384656",180
CLIENTE187,PuroAustero,V3,1,"557,6384656",45
CLIENTE187,PuroAustero,V3,2,"557,6384656",45
CLIENTE187,PuroAustero,V3,3,"557,6384656",45
CLIENTE187,PuroAustero,V3,4,"557,6384656",45
CLIENTE187,PuroAustero,V3,5,"557,6384656",45
CLIENTE187,PuroAustero,V3,6,"557,6384656",45
CLIENTE187,PuroAustero,V3,7,"557,6384656",45
CLIENTE187,PuroAustero,V3,8,"557,6384656",45
CLIENTE187,PuroAustero,V3,9,"557,6384656",45
CLIENTE187,PuroAustero,V3,10,"557,6384656",45
CLIENTE187,PuroAustero,V3,11,"557,6384656",45
CLIENTE187,PuroAustero,V3,12,"531,9",45
CLIENTE187,PuroAustero,V3,13,"557,6384656",45
CLIENTE187,PuroAustero,V3,14,"557,6384656",45
CLIENTE187,PuroAustero,V3,15,"557,6384656",45
CLIENTE187,ArtificialZero,V2,1,"557,6384656",1200
CLIENTE187,ArtificialZero,V2,13,"557,6384656",1200
CLIENTE110,MuitoBomPleno,V13,2,"557,6384656",444
CLIENTE110,MuitoBomPleno,V13,14,"557,6384656",444
CLIENTE110,MuitoBomPleno,V15,1,"557,6384656","928,8301791"
CLIENTE110,MuitoBomPleno,V15,2,"557,6384656","569,8301791"
CLIENTE110,MuitoBomPleno,V15,3,"557,6384656","2346,830179"
CLIENTE110,MuitoBomPleno,V15,4,"557,6384656","1549,490179"
CLIENTE110,MuitoBomPleno,V15,5,"557,6384656","1549,490179"
CLIENTE110,MuitoBomPleno,V15,6,"557,6384656","1549,490179"
CLIENTE110,MuitoBomPleno,V15,7,"557,6384656","1549,490179"
CLIENTE110,MuitoBomPleno,V15,8,"557,6384656","1549,490179"
CLIENTE110,MuitoBomPleno,V15,9,"557,6384656","1549,490179"
CLIENTE110,MuitoBomPleno,V15,10,"557,6384656","1970,150179"
CLIENTE110,MuitoBomPleno,V15,11,"557,6384656","1970,150179"
CLIENTE110,MuitoBomPleno,V15,12,572,"1970,150179"
CLIENTE110,MuitoBomPleno,V15,13,"557,6384656","928,8301791"
CLIENTE110,MuitoBomPleno,V15,14,"557,6384656","569,8301791"
CLIENTE110,MuitoBomPleno,V15,15,"557,6384656","2346,830179"
CLIENTE330,MuitoBomPleno,V16,1,"557,6384656",240
CLIENTE330,MuitoBomPleno,V16,2,"557,6384656",300
CLIENTE330,MuitoBomPleno,V16,3,"557,6384656",390
CLIENTE330,MuitoBomPleno,V16,4,"557,6384656",450
CLIENTE330,MuitoBomPleno,V16,13,"557,6384656",240
CLIENTE330,MuitoBomPleno,V16,14,"557,6384656",300
CLIENTE330,MuitoBomPleno,V16,15,"557,6384656",390
CLIENTE569,MuitoBomPleno,V16,3,"557,6384656",548
CLIENTE569,MuitoBomPleno,V16,4,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,5,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,6,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,7,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,8,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,9,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,10,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,11,"557,6384656",273
CLIENTE569,MuitoBomPleno,V16,12,"588,6",273
CLIENTE569,MuitoBomPleno,V16,15,"557,6384656",548
CLIENTE435,MuitoBomPleno,V16,1,"557,6384656",240
CLIENTE435,MuitoBomPleno,V16,13,"557,6384656",240
CLIENTE435,MuitoBomPleno,V15,2,"557,6384656",300
CLIENTE435,MuitoBomPleno,V15,3,"557,6384656",450
CLIENTE435,MuitoBomPleno,V15,4,"557,6384656",270
CLIENTE435,MuitoBomPleno,V15,14,"557,6384656",300
CLIENTE435,MuitoBomPleno,V15,15,"557,6384656",450
CLIENTE318,ExcelenteSupremo,V2,1,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,2,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,3,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,4,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,5,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,6,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,7,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,8,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,9,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,10,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,11,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,12,"479,4086842","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,13,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,14,"557,6384656","883,3333333"
CLIENTE318,ExcelenteSupremo,V2,15,"557,6384656","883,3333333"
CLIENTE318,PuroAustero,V3,1,"557,6384656","300,3333333"
CLIENTE318,PuroAustero,V3,2,"557,6384656","233,3333333"
CLIENTE318,PuroAustero,V3,3,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,4,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,5,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,6,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,7,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,8,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,9,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,10,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,11,"557,6384656","433,3333333"
CLIENTE318,PuroAustero,V3,12,"479,4086842","433,3333333"
CLIENTE318,PuroAustero,V3,13,"557,6384656","300,3333333"
CLIENTE318,PuroAustero,V3,14,"557,6384656","233,3333333"
CLIENTE318,PuroAustero,V3,15,"557,6384656","433,3333333"
CLIENTE318,ArtificialTres,V2,1,"557,6384656",300
CLIENTE318,ArtificialTres,V2,13,"557,6384656",300
CLIENTE178,MuitoBomPleno,V15,1,"557,6384656","346,9508332"
CLIENTE178,MuitoBomPleno,V15,2,"557,6384656","1146,950833"
CLIENTE178,MuitoBomPleno,V15,3,"557,6384656","1946,950833"
CLIENTE178,MuitoBomPleno,V15,4,"557,6384656","1373,590833"
CLIENTE178,MuitoBomPleno,V15,5,"557,6384656","1373,590833"
CLIENTE178,MuitoBomPleno,V15,6,"557,6384656","1373,590833"
CLIENTE178,MuitoBomPleno,V15,7,"557,6384656","1373,590833"
CLIENTE178,MuitoBomPleno,V15,8,"557,6384656","1373,590833"
CLIENTE178,MuitoBomPleno,V15,9,"557,6384656","1373,590833"
CLIENTE178,MuitoBomPleno,V15,10,"557,6384656","1600,230833"
CLIENTE178,MuitoBomPleno,V15,11,"557,6384656","1600,230833"
CLIENTE178,MuitoBomPleno,V15,12,"557,6384656","1600,230833"
CLIENTE178,MuitoBomPleno,V15,13,"557,6384656","346,9508332"
CLIENTE178,MuitoBomPleno,V15,14,"557,6384656","1146,950833"
CLIENTE178,MuitoBomPleno,V15,15,"557,6384656","1946,950833"
CLIENTE112,ExcelenteSupremo,V2,2,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,3,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,4,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,5,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,6,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,7,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,8,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,9,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,10,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,11,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,12,561,3900
CLIENTE112,ExcelenteSupremo,V2,14,"557,6384656",1950
CLIENTE112,ExcelenteSupremo,V2,15,"557,6384656",1950
CLIENTE410,MuitoBomPleno,V15,1,"557,6384656","14,77711187"
CLIENTE410,MuitoBomPleno,V15,2,"557,6384656","14,77711187"
CLIENTE410,MuitoBomPleno,V15,3,"557,6384656","14,77711187"
CLIENTE410,MuitoBomPleno,V15,4,"557,6384656","17,69711187"
CLIENTE410,MuitoBomPleno,V15,5,"557,6384656","17,69711187"
CLIENTE410,MuitoBomPleno,V15,6,"557,6384656","17,69711187"
CLIENTE410,MuitoBomPleno,V15,7,"557,6384656","17,69711187"
CLIENTE410,MuitoBomPleno,V15,8,"557,6384656","17,69711187"
CLIENTE410,MuitoBomPleno,V15,9,"557,6384656","17,69711187"
CLIENTE410,MuitoBomPleno,V15,10,"557,6384656","20,61711187"
CLIENTE410,MuitoBomPleno,V15,11,"557,6384656","20,61711187"
CLIENTE410,MuitoBomPleno,V15,12,"557,6384656","20,61711187"
CLIENTE410,MuitoBomPleno,V15,13,"557,6384656","14,77711187"
CLIENTE410,MuitoBomPleno,V15,14,"557,6384656","14,77711187"
