COD_CLIENTE,FAMILIA_PRODUTO,LINHA_PRODUTO,INSTANTE,PRECO_VENDA,DEMANDA
CLIENTE421,MuitoBomPleno,V13,4,"526,0671935","38,02434783"
CLIENTE421,MuitoBomPleno,V13,5,"526,0671935","699,4257643"
CLIENTE421,MuitoBomPleno,V13,6,"526,0671935","785,0624026"
CLIENTE421,MuitoBomPleno,V13,7,"526,0671935","653,6228246"
CLIENTE421,MuitoBomPleno,V13,8,"526,0671935","807,1131784"
CLIENTE421,MuitoBomPleno,V13,9,"526,0671935","940,9975008"
CLIENTE421,MuitoBomPleno,V13,10,"526,0671935","758,1110331"
CLIENTE421,MuitoBomPleno,V13,11,"526,0671935","1017,861145"
CLIENTE421,MuitoBomPleno,V13,12,"522,210954","887,4725262"
CLIENTE421,MuitoBomPleno,V13,15,"526,0671935","38,02434783"
CLIENTE421,ExcelenteSupremo,V1,5,"526,0671935","153,5837966"
CLIENTE421,ExcelenteSupremo,V1,6,"526,0671935","173,4694511"
CLIENTE421,ExcelenteSupremo,V1,7,"526,0671935","142,9479117"
CLIENTE421,ExcelenteSupremo,V1,8,"526,0671935","178,5898542"
CLIENTE421,ExcelenteSupremo,V1,9,"526,0671935","209,6790869"
CLIENTE421,ExcelenteSupremo,V1,10,"526,0671935","167,2110828"
CLIENTE421,ExcelenteSupremo,V1,11,"526,0671935","227,5275674"
CLIENTE421,ExcelenteSupremo,V1,12,"522,210954","197,2500709"
CLIENTE421,ExcelenteSupremo,V8,5,"526,0671935","468,6927959"
CLIENTE421,ExcelenteSupremo,V8,6,"526,0671935","529,3779932"
CLIENTE421,ExcelenteSupremo,V8,7,"526,0671935","436,235188"
CLIENTE421,ExcelenteSupremo,V8,8,"526,0671935","545,0039649"
CLIENTE421,ExcelenteSupremo,V8,9,"526,0671935","639,8792038"
CLIENTE421,ExcelenteSupremo,V8,10,"526,0671935","510,2792849"
CLIENTE421,ExcelenteSupremo,V8,11,"526,0671935","694,3475423"
CLIENTE421,ExcelenteSupremo,V8,12,"522,210954","601,9494846"
CLIENTE421,ExcelenteSupremo,V16,5,"526,0671935","175,6252105"
CLIENTE421,ExcelenteSupremo,V16,6,"526,0671935","198,3647334"
CLIENTE421,ExcelenteSupremo,V16,7,"526,0671935","163,462928"
CLIENTE421,ExcelenteSupremo,V16,8,"526,0671935","204,2199857"
CLIENTE421,ExcelenteSupremo,V16,9,"526,0671935","239,7709563"
CLIENTE421,ExcelenteSupremo,V16,10,"526,0671935","191,2082021"
CLIENTE421,ExcelenteSupremo,V16,11,"526,0671935","260,1809423"
CLIENTE421,ExcelenteSupremo,V16,12,"522,210954","225,5582033"
CLIENTE421,ExcelenteSupremo,V13,5,"526,0671935","175,6252105"
CLIENTE421,ExcelenteSupremo,V13,6,"526,0671935","198,3647334"
CLIENTE421,ExcelenteSupremo,V13,7,"526,0671935","163,462928"
CLIENTE421,ExcelenteSupremo,V13,8,"526,0671935","204,2199857"
CLIENTE421,ExcelenteSupremo,V13,9,"526,0671935","239,7709563"
CLIENTE421,ExcelenteSupremo,V13,10,"526,0671935","191,2082021"
CLIENTE421,ExcelenteSupremo,V13,11,"526,0671935","260,1809423"
CLIENTE421,ExcelenteSupremo,V13,12,"522,210954","225,5582033"
CLIENTE503,MuitoBomPleno,V16,5,"526,0671935","1119,437929"
CLIENTE503,MuitoBomPleno,V16,6,"526,0671935","1264,380015"
CLIENTE503,MuitoBomPleno,V16,7,"526,0671935","1041,915344"
CLIENTE503,MuitoBomPleno,V16,8,"526,0671935","1301,701488"
CLIENTE503,MuitoBomPleno,V16,9,"526,0671935","1528,303949"
CLIENTE503,MuitoBomPleno,V16,10,"526,0671935","1218,764169"
CLIENTE503,MuitoBomPleno,V16,11,"526,0671935","1658,397529"
CLIENTE503,MuitoBomPleno,V16,12,"522,210954","1437,711632"
CLIENTE503,MuitoBomPleno,V13,5,"526,0671935","1335,423127"
CLIENTE503,MuitoBomPleno,V13,6,"526,0671935","1508,330449"
CLIENTE503,MuitoBomPleno,V13,7,"526,0671935","1242,943275"
CLIENTE503,MuitoBomPleno,V13,8,"526,0671935","1552,852754"
CLIENTE503,MuitoBomPleno,V13,9,"526,0671935","1823,176065"
CLIENTE503,MuitoBomPleno,V13,10,"526,0671935","1453,913447"
CLIENTE503,MuitoBomPleno,V13,11,"526,0671935","1978,369999"
CLIENTE503,MuitoBomPleno,V13,12,"522,210954","1715,104798"
CLIENTE503,ExcelenteSupremo,V16,5,"526,0671935","1757,135694"
CLIENTE503,ExcelenteSupremo,V16,6,"526,0671935","1984,645327"
CLIENTE503,ExcelenteSupremo,V16,7,"526,0671935","1635,451678"
CLIENTE503,ExcelenteSupremo,V16,8,"526,0671935","2043,227308"
CLIENTE503,ExcelenteSupremo,V16,9,"526,0671935","2398,915875"
CLIENTE503,ExcelenteSupremo,V16,10,"526,0671935","1913,044009"
CLIENTE503,ExcelenteSupremo,V16,11,"526,0671935","2603,11842"
CLIENTE503,ExcelenteSupremo,V16,12,"522,210954","2256,716839"
CLIENTE503,ExcelenteSupremo,V13,5,"526,0671935","1335,423127"
CLIENTE503,ExcelenteSupremo,V13,6,"526,0671935","1508,330449"
CLIENTE503,ExcelenteSupremo,V13,7,"526,0671935","1242,943275"
CLIENTE503,ExcelenteSupremo,V13,8,"526,0671935","1552,852754"
CLIENTE503,ExcelenteSupremo,V13,9,"526,0671935","1823,176065"
CLIENTE503,ExcelenteSupremo,V13,10,"526,0671935","1453,913447"
CLIENTE503,ExcelenteSupremo,V13,11,"526,0671935","1978,369999"
CLIENTE503,ExcelenteSupremo,V13,12,"522,210954","1715,104798"
CLIENTE35,InferiorRaso,V8,5,"526,0671935","1617,068713"
CLIENTE35,InferiorRaso,V8,6,"526,0671935","1990,115736"
CLIENTE35,InferiorRaso,V8,7,"526,0671935","1581,509792"
CLIENTE35,InferiorRaso,V8,8,"526,0671935","2055,371919"
CLIENTE35,InferiorRaso,V8,9,"526,0671935","2250,931186"
CLIENTE35,InferiorRaso,V8,10,"526,0671935","1862,185324"
CLIENTE35,InferiorRaso,V8,11,"526,0671935","2470,554201"
CLIENTE35,InferiorRaso,V8,12,"522,210954","2176,599113"
CLIENTE35,InferiorRaso,V16,5,"526,0671935","2089,310018"
CLIENTE35,InferiorRaso,V16,6,"526,0671935","2571,299978"
CLIENTE35,InferiorRaso,V16,7,"526,0671935","2043,366634"
CLIENTE35,InferiorRaso,V16,8,"526,0671935","2655,613276"
CLIENTE35,InferiorRaso,V16,9,"526,0671935","2908,282772"
CLIENTE35,InferiorRaso,V16,10,"526,0671935","2406,009357"
CLIENTE35,InferiorRaso,V16,11,"526,0671935","3192,043481"
CLIENTE35,InferiorRaso,V16,12,"522,210954","2812,243101"
CLIENTE35,InferiorRaso,V12,5,"526,0671935","143,1034259"
CLIENTE35,InferiorRaso,V12,6,"526,0671935","176,1164368"
CLIENTE35,InferiorRaso,V12,7,"526,0671935","139,9566188"
CLIENTE35,InferiorRaso,V12,8,"526,0671935","181,8913203"
CLIENTE35,InferiorRaso,V12,9,"526,0671935","199,1974501"
CLIENTE35,InferiorRaso,V12,10,"526,0671935","164,7951614"
CLIENTE35,InferiorRaso,V12,11,"526,0671935","218,6331152"
CLIENTE35,InferiorRaso,V12,12,"522,210954","192,6193905"
CLIENTE35,SuaveTerno,V8,5,"526,0671935","1803,103166"
CLIENTE35,SuaveTerno,V8,6,"526,0671935","2219,067104"
CLIENTE35,SuaveTerno,V8,7,"526,0671935","1763,453397"
CLIENTE35,SuaveTerno,V8,8,"526,0671935","2291,830635"
CLIENTE35,SuaveTerno,V8,9,"526,0671935","2509,887871"
CLIENTE35,SuaveTerno,V8,10,"526,0671935","2076,419034"
CLIENTE35,SuaveTerno,V8,11,"526,0671935","2754,777251"
CLIENTE35,SuaveTerno,V8,12,"522,210954","2427,00432"
CLIENTE35,MuitoBomPleno,V8,5,"526,0671935","1026,167245"
CLIENTE35,MuitoBomPleno,V8,6,"526,0671935","1159,032871"
CLIENTE35,MuitoBomPleno,V8,7,"526,0671935","955,1037801"
CLIENTE35,MuitoBomPleno,V8,8,"526,0671935","1193,244748"
CLIENTE35,MuitoBomPleno,V8,9,"526,0671935","1400,966871"
CLIENTE35,MuitoBomPleno,V8,10,"526,0671935","1117,217701"
CLIENTE35,MuitoBomPleno,V8,11,"526,0671935","1520,221157"
CLIENTE35,MuitoBomPleno,V8,12,"522,210954","1317,922634"
CLIENTE35,MuitoBomPleno,V16,5,"526,0671935","3372,460646"
CLIENTE35,MuitoBomPleno,V16,6,"526,0671935","3809,118605"
CLIENTE35,MuitoBomPleno,V16,7,"526,0671935","3138,9132"
CLIENTE35,MuitoBomPleno,V16,8,"526,0671935","3921,554671"
CLIENTE35,MuitoBomPleno,V16,9,"526,0671935","4604,225735"
CLIENTE35,MuitoBomPleno,V16,10,"526,0671935","3671,694598"
CLIENTE35,MuitoBomPleno,V16,11,"526,0671935","4996,15053"
CLIENTE35,MuitoBomPleno,V16,12,"522,210954","4331,303927"
CLIENTE35,MuitoBomPleno,V13,5,"526,0671935","824,3710103"
CLIENTE35,MuitoBomPleno,V13,6,"526,0671935","931,1085532"
CLIENTE35,MuitoBomPleno,V13,7,"526,0671935","767,2822066"
CLIENTE35,MuitoBomPleno,V13,8,"526,0671935","958,5926497"
CLIENTE35,MuitoBomPleno,V13,9,"526,0671935","1125,466127"
CLIENTE35,MuitoBomPleno,V13,10,"526,0671935","897,5163546"
CLIENTE35,MuitoBomPleno,V13,11,"526,0671935","1221,269006"
CLIENTE35,MuitoBomPleno,V13,12,"522,210954","1058,752575"
CLIENTE35,ExcelenteSupremo,V13,5,"526,0671935","381,9649453"
CLIENTE35,ExcelenteSupremo,V13,6,"526,0671935","431,4208325"
CLIENTE35,ExcelenteSupremo,V13,7,"526,0671935","355,5133579"
CLIENTE35,ExcelenteSupremo,V13,8,"526,0671935","444,1553431"
CLIENTE35,ExcelenteSupremo,V13,9,"526,0671935","521,4746784"
CLIENTE35,ExcelenteSupremo,V13,10,"526,0671935","415,8561873"
CLIENTE35,ExcelenteSupremo,V13,11,"526,0671935","565,8640868"
CLIENTE35,ExcelenteSupremo,V13,12,"522,210954","490,5635502"
CLIENTE36,MuitoBomPleno,V3,4,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,5,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,6,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,7,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,8,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,9,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,10,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,11,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V3,12,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,4,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,5,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,6,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,7,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,8,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,9,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,10,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,11,"526,0671935","170,8333333"
CLIENTE36,MuitoBomPleno,V8,12,"526,0671935","170,8333333"
CLIENTE37,MuitoBomPleno,V5,5,"526,0671935","701,0611381"
CLIENTE37,MuitoBomPleno,V5,6,"526,0671935","790,0503228"
CLIENTE37,MuitoBomPleno,V5,7,"526,0671935","508,8885391"
CLIENTE37,MuitoBomPleno,V5,8,"526,0671935","701,0611381"
CLIENTE37,MuitoBomPleno,V5,9,"526,0671935","790,0503228"
CLIENTE37,MuitoBomPleno,V5,10,"526,0671935","508,8885391"
CLIENTE37,MuitoBomPleno,V5,11,"526,0671935","701,0611381"
CLIENTE37,MuitoBomPleno,V5,12,"522,210954","790,0503228"
CLIENTE37,MuitoBomPleno,V16,5,"526,0671935","336,5093463"
CLIENTE37,MuitoBomPleno,V16,6,"526,0671935","379,224155"
CLIENTE37,MuitoBomPleno,V16,7,"526,0671935","244,2664988"
CLIENTE37,MuitoBomPleno,V16,8,"526,0671935","336,5093463"
CLIENTE37,MuitoBomPleno,V16,9,"526,0671935","379,224155"
CLIENTE37,MuitoBomPleno,V16,10,"526,0671935","244,2664988"
CLIENTE37,MuitoBomPleno,V16,11,"526,0671935","336,5093463"
CLIENTE37,MuitoBomPleno,V16,12,"522,210954","379,224155"
CLIENTE191,NaturalClaro,V1,1,"526,0671935",340
CLIENTE191,NaturalClaro,V1,13,"526,0671935",340
CLIENTE191,SuaveTerno,V7,6,"526,0671935","2003,324469"
CLIENTE191,SuaveTerno,V7,9,"526,0671935","2265,870995"
CLIENTE191,SuaveTerno,V7,12,"522,210954","2191,045567"
CLIENTE191,SuaveTerno,V8,6,"526,0671935","2003,324469"
CLIENTE191,SuaveTerno,V8,9,"526,0671935","2265,870995"
CLIENTE191,SuaveTerno,V8,12,"522,210954","2191,045567"
CLIENTE191,SuaveTerno,V16,5,"526,0671935","3255,602939"
CLIENTE191,SuaveTerno,V16,7,"526,0671935","3184,013078"
CLIENTE191,SuaveTerno,V16,8,"526,0671935","4138,027536"
CLIENTE191,SuaveTerno,V16,10,"526,0671935","3749,089922"
CLIENTE191,SuaveTerno,V16,11,"526,0671935","4973,90337"
CLIENTE191,MuitoBomPleno,V16,5,"526,0671935","3691,817764"
CLIENTE191,MuitoBomPleno,V16,6,"526,0671935","4169,825302"
CLIENTE191,MuitoBomPleno,V16,7,"526,0671935","3436,154407"
CLIENTE191,MuitoBomPleno,V16,8,"526,0671935","4292,908567"
CLIENTE191,MuitoBomPleno,V16,9,"526,0671935","5040,225563"
CLIENTE191,MuitoBomPleno,V16,10,"526,0671935","4019,387848"
CLIENTE191,MuitoBomPleno,V16,11,"526,0671935","5469,263904"
CLIENTE191,MuitoBomPleno,V16,12,"522,210954","4741,459266"
CLIENTE191,ExcelenteSupremo,V13,5,"526,0671935","2495,132685"
CLIENTE191,ExcelenteSupremo,V13,6,"526,0671935","2818,196365"
CLIENTE191,ExcelenteSupremo,V13,7,"526,0671935","2322,341383"
CLIENTE191,ExcelenteSupremo,V13,8,"526,0671935","2901,382778"
CLIENTE191,ExcelenteSupremo,V13,9,"526,0671935","3406,460542"
CLIENTE191,ExcelenteSupremo,V13,10,"526,0671935","2716,522492"
CLIENTE191,ExcelenteSupremo,V13,11,"526,0671935","3696,428156"
CLIENTE191,ExcelenteSupremo,V13,12,"522,210954","3204,537912"
CLIENTE38,MuitoBomPleno,V3,1,"526,0671935",1000
CLIENTE38,MuitoBomPleno,V3,5,"526,0671935",16000
CLIENTE38,MuitoBomPleno,V3,6,"526,0671935","12652,06958"
CLIENTE38,MuitoBomPleno,V3,7,"526,0671935","10793,59396"
CLIENTE38,MuitoBomPleno,V3,8,"526,0671935","13394,33647"
CLIENTE38,MuitoBomPleno,V3,9,"526,0671935","14932,06958"
CLIENTE38,MuitoBomPleno,V3,10,"526,0671935","10073,59396"
CLIENTE38,MuitoBomPleno,V3,11,"526,0671935","13394,33647"
CLIENTE38,MuitoBomPleno,V3,12,"514,06515","14932,06958"
CLIENTE38,MuitoBomPleno,V3,13,"526,0671935",1000
CLIENTE38,MuitoBomPleno,V12,1,"526,0671935",6080
CLIENTE38,MuitoBomPleno,V12,4,"526,0671935",4000
CLIENTE38,MuitoBomPleno,V12,5,"526,0671935",27000
CLIENTE38,MuitoBomPleno,V12,6,"526,0671935","31010,64785"
CLIENTE38,MuitoBomPleno,V12,7,"526,0671935","20686,38716"
CLIENTE38,MuitoBomPleno,V12,8,"526,0671935","28462,96499"
CLIENTE38,MuitoBomPleno,V12,9,"526,0671935","31730,64785"
CLIENTE38,MuitoBomPleno,V12,10,"526,0671935","21406,38716"
CLIENTE38,MuitoBomPleno,V12,11,"526,0671935","28462,96499"
CLIENTE38,MuitoBomPleno,V12,12,"514,06515","31730,64785"
CLIENTE38,MuitoBomPleno,V12,13,"526,0671935",6080
CLIENTE39,SuaveTerno,V7,6,"526,0671935","1541,018822"
CLIENTE39,SuaveTerno,V7,9,"526,0671935","1742,977689"
CLIENTE39,SuaveTerno,V7,12,"522,210954","1685,419667"
CLIENTE39,SuaveTerno,V8,6,"526,0671935","1541,018822"
CLIENTE39,SuaveTerno,V8,9,"526,0671935","1742,977689"
CLIENTE39,SuaveTerno,V8,12,"522,210954","1685,419667"
CLIENTE39,SuaveTerno,V16,5,"526,0671935","2504,309953"
CLIENTE39,SuaveTerno,V16,7,"526,0671935","2449,240829"
CLIENTE39,SuaveTerno,V16,8,"526,0671935","3183,098105"
CLIENTE39,SuaveTerno,V16,10,"526,0671935","2883,915325"
CLIENTE39,SuaveTerno,V16,11,"526,0671935","3826,079515"
CLIENTE39,MuitoBomPleno,V16,5,"526,0671935","2108,562832"
CLIENTE39,MuitoBomPleno,V16,6,"526,0671935","2381,574393"
CLIENTE39,MuitoBomPleno,V16,7,"526,0671935","1962,542014"
CLIENTE39,MuitoBomPleno,V16,8,"526,0671935","2451,87277"
CLIENTE39,MuitoBomPleno,V16,9,"526,0671935","2878,69905"
CLIENTE39,MuitoBomPleno,V16,10,"526,0671935","2295,652811"
CLIENTE39,MuitoBomPleno,V16,11,"526,0671935","3123,742104"
CLIENTE39,MuitoBomPleno,V16,12,"522,210954","2708,060207"
CLIENTE39,ExcelenteSupremo,V13,5,"526,0671935","2459,989971"
CLIENTE39,ExcelenteSupremo,V13,6,"526,0671935","2778,503458"
CLIENTE39,ExcelenteSupremo,V13,7,"526,0671935","2289,63235"
CLIENTE39,ExcelenteSupremo,V13,8,"526,0671935","2860,518232"
CLIENTE39,ExcelenteSupremo,V13,9,"526,0671935","3358,482225"
CLIENTE39,ExcelenteSupremo,V13,10,"526,0671935","2678,261612"
CLIENTE39,ExcelenteSupremo,V13,11,"526,0671935","3644,365788"
CLIENTE39,ExcelenteSupremo,V13,12,"522,210954","3159,403575"
CLIENTE242,InferiorRaso,V1,5,"526,0671935","219,4252531"
CLIENTE242,InferiorRaso,V1,6,"526,0671935","270,0452031"
CLIENTE242,InferiorRaso,V1,7,"526,0671935","214,6001488"
CLIENTE242,InferiorRaso,V1,8,"526,0671935","278,9000244"
CLIENTE242,InferiorRaso,V1,9,"526,0671935","305,4360902"
CLIENTE242,InferiorRaso,V1,10,"526,0671935","252,6859142"
CLIENTE242,InferiorRaso,V1,11,"526,0671935","335,2374432"
CLIENTE242,InferiorRaso,V1,12,"522,210954","295,3497321"
CLIENTE242,InferiorRaso,V16,5,"526,0671935","219,4252531"
CLIENTE242,InferiorRaso,V16,6,"526,0671935","270,0452031"
CLIENTE242,InferiorRaso,V16,7,"526,0671935","214,6001488"
CLIENTE242,InferiorRaso,V16,8,"526,0671935","278,9000244"
CLIENTE242,InferiorRaso,V16,9,"526,0671935","305,4360902"
CLIENTE242,InferiorRaso,V16,10,"526,0671935","252,6859142"
CLIENTE242,InferiorRaso,V16,11,"526,0671935","335,2374432"
CLIENTE242,InferiorRaso,V16,12,"522,210954","295,3497321"
CLIENTE242,SuaveTerno,V7,5,"526,0671935","438,8505061"
CLIENTE242,SuaveTerno,V7,6,"526,0671935","540,0904062"
CLIENTE242,SuaveTerno,V7,7,"526,0671935","429,2002977"
CLIENTE242,SuaveTerno,V7,8,"526,0671935","557,8000488"
CLIENTE242,SuaveTerno,V7,9,"526,0671935","610,8721804"
CLIENTE242,SuaveTerno,V7,10,"526,0671935","505,3718283"
CLIENTE242,SuaveTerno,V7,11,"526,0671935","670,4748865"
CLIENTE242,SuaveTerno,V7,12,"522,210954","590,6994642"
CLIENTE242,MuitoBomPleno,V16,5,"526,0671935","2450,435889"
CLIENTE242,MuitoBomPleno,V16,6,"526,0671935","2767,712336"
CLIENTE242,MuitoBomPleno,V16,7,"526,0671935","2280,7399"
CLIENTE242,MuitoBomPleno,V16,8,"526,0671935","2849,408582"
CLIENTE242,MuitoBomPleno,V16,9,"526,0671935","3345,438588"
CLIENTE242,MuitoBomPleno,V16,10,"526,0671935","2667,859809"
CLIENTE242,MuitoBomPleno,V16,11,"526,0671935","3630,211839"
CLIENTE242,MuitoBomPleno,V16,12,"522,210954","3147,133118"
CLIENTE242,MuitoBomPleno,V13,5,"526,0671935","393,5983954"
CLIENTE242,MuitoBomPleno,V13,6,"526,0671935","444,5605533"
CLIENTE242,MuitoBomPleno,V13,7,"526,0671935","366,3411759"
CLIENTE242,MuitoBomPleno,V13,8,"526,0671935","457,682917"
CLIENTE242,MuitoBomPleno,V13,9,"526,0671935","537,3571559"
CLIENTE242,MuitoBomPleno,V13,10,"526,0671935","428,521858"
CLIENTE242,MuitoBomPleno,V13,11,"526,0671935","583,098526"
CLIENTE242,MuitoBomPleno,V13,12,"522,210954","505,504572"
CLIENTE656,SuaveTerno,V7,5,"526,0671935","343,4482222"
CLIENTE656,SuaveTerno,V7,6,"526,0671935","845,3588967"
CLIENTE656,SuaveTerno,V7,7,"526,0671935","335,8958851"
CLIENTE656,SuaveTerno,V7,8,"526,0671935","436,5391686"
CLIENTE656,SuaveTerno,V7,9,"526,0671935","956,1477605"
CLIENTE656,SuaveTerno,V7,10,"526,0671935","395,5083874"
CLIENTE656,SuaveTerno,V7,11,"526,0671935","524,7194764"
CLIENTE656,SuaveTerno,V7,12,"526,0671935","924,5730744"
CLIENTE656,SuaveTerno,V8,5,"526,0671935","343,4482222"
CLIENTE656,SuaveTerno,V8,6,"526,0671935","845,3588967"
CLIENTE656,SuaveTerno,V8,7,"526,0671935","335,8958851"
CLIENTE656,SuaveTerno,V8,8,"526,0671935","436,5391686"
CLIENTE656,SuaveTerno,V8,9,"526,0671935","956,1477605"
CLIENTE656,SuaveTerno,V8,10,"526,0671935","395,5083874"
CLIENTE656,SuaveTerno,V8,11,"526,0671935","524,7194764"
CLIENTE656,SuaveTerno,V8,12,"526,0671935","924,5730744"
CLIENTE656,ExcelenteSupremo,V13,5,"526,0671935","337,3700532"
CLIENTE656,ExcelenteSupremo,V13,6,"526,0671935","381,0519028"
CLIENTE656,ExcelenteSupremo,V13,7,"526,0671935","314,0067222"
CLIENTE656,ExcelenteSupremo,V13,8,"526,0671935","392,2996432"
CLIENTE656,ExcelenteSupremo,V13,9,"526,0671935","460,5918479"
CLIENTE656,ExcelenteSupremo,V13,10,"526,0671935","367,3044497"
CLIENTE656,ExcelenteSupremo,V13,11,"526,0671935","499,7987366"
CLIENTE656,ExcelenteSupremo,V13,12,"526,0671935","433,2896331"
CLIENTE194,MuitoBomPleno,V16,5,"526,0671935","175,7135694"
CLIENTE194,MuitoBomPleno,V16,6,"526,0671935","198,4645327"
CLIENTE194,MuitoBomPleno,V16,7,"526,0671935","163,5451678"
CLIENTE194,MuitoBomPleno,V16,8,"526,0671935","204,3227308"
CLIENTE194,MuitoBomPleno,V16,9,"526,0671935","239,8915875"
CLIENTE194,MuitoBomPleno,V16,10,"526,0671935","191,3044009"
CLIENTE194,MuitoBomPleno,V16,11,"526,0671935","260,311842"
CLIENTE194,MuitoBomPleno,V16,12,"526,0671935","225,6716839"
CLIENTE40,MuitoBomPleno,V7,5,"526,0671935","891,045254"
CLIENTE40,MuitoBomPleno,V7,6,"526,0671935","1006,415615"
CLIENTE40,MuitoBomPleno,V7,7,"526,0671935","829,339169"
CLIENTE40,MuitoBomPleno,V7,8,"526,0671935","1036,122596"
CLIENTE40,MuitoBomPleno,V7,9,"526,0671935","1216,492621"
CLIENTE40,MuitoBomPleno,V7,10,"526,0671935","970,1065153"
CLIENTE40,MuitoBomPleno,V7,11,"526,0671935","1320,043934"
CLIENTE40,MuitoBomPleno,V7,12,"522,210954","1144,383349"
CLIENTE40,MuitoBomPleno,V8,5,"526,0671935","1539,324126"
CLIENTE40,MuitoBomPleno,V8,6,"526,0671935","1738,63205"
CLIENTE40,MuitoBomPleno,V8,7,"526,0671935","1432,723855"
CLIENTE40,MuitoBomPleno,V8,8,"526,0671935","1789,952308"
CLIENTE40,MuitoBomPleno,V8,9,"526,0671935","2101,550322"
CLIENTE40,MuitoBomPleno,V8,10,"526,0671935","1675,90631"
CLIENTE40,MuitoBomPleno,V8,11,"526,0671935","2280,440265"
CLIENTE40,MuitoBomPleno,V8,12,"522,210954","1976,978038"
CLIENTE40,MuitoBomPleno,V16,5,"526,0671935","592,5061559"
CLIENTE40,MuitoBomPleno,V16,6,"526,0671935","669,2224043"
CLIENTE40,MuitoBomPleno,V16,7,"526,0671935","551,4743059"
CLIENTE40,MuitoBomPleno,V16,8,"526,0671935","688,9762483"
CLIENTE40,MuitoBomPleno,V16,9,"526,0671935","808,9144329"
CLIENTE40,MuitoBomPleno,V16,10,"526,0671935","645,0784398"
CLIENTE40,MuitoBomPleno,V16,11,"526,0671935","877,7715311"
CLIENTE40,MuitoBomPleno,V16,12,"522,210954","760,9649182"
CLIENTE40,MuitoBomPleno,V13,5,"526,0671935","1162,137503"
CLIENTE40,MuitoBomPleno,V13,6,"526,0671935","1312,608226"
CLIENTE40,MuitoBomPleno,V13,7,"526,0671935","1081,657914"
CLIENTE40,MuitoBomPleno,V13,8,"526,0671935","1351,353279"
CLIENTE40,MuitoBomPleno,V13,9,"526,0671935","1586,599211"
CLIENTE40,MuitoBomPleno,V13,10,"526,0671935","1265,252419"
CLIENTE40,MuitoBomPleno,V13,11,"526,0671935","1721,65505"
CLIENTE40,MuitoBomPleno,V13,12,"522,210954","1492,551362"
CLIENTE256,MuitoBomPleno,V16,2,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,3,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,4,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,5,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,6,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,7,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,8,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,9,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,10,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,11,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,12,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,14,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V16,15,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,2,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,3,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,4,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,5,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,6,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,7,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,8,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,9,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,10,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,11,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,12,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,14,"526,0671935","33,33333333"
CLIENTE256,MuitoBomPleno,V13,15,"526,0671935","33,33333333"
CLIENTE422,MuitoBomPleno,V7,5,"526,0671935","8,785678468"
CLIENTE422,MuitoBomPleno,V7,6,"526,0671935","9,923226636"
CLIENTE422,MuitoBomPleno,V7,7,"526,0671935","8,177258391"
